,obsnm,station_name,gauge_id,mggvcd,bbsncd,sbsncd,obsopndt,obskdcd,river,area,rvwdt,bedslp,rvmjctdis,wsrdis,addr,longitude_dms,latitude_dms,tmx,tmy,altitude,wltel,tdeyn,mxgrd,sistartobsdh,siendobsdh,olstartobsdh,olendobsdh,longitude,latitude,country,source
330,포천시(신백의교),Pocheonsi(Sinbaekuigyo),1022655,기후에너지환경부,한강,102210,2006-07-01,T/M,영평천,550.92,,,4.81,,경기도 포천시 창수면 고소성리 신백의교,127-08-34,38-01-05 ,212537,502014,44.553,60.964,N,14,2006120100,2025111001,20061130,20251110,127.14277777777778,38.018055555555556,South Korea,WAMIS Open API
331,백의교,,1022659,한국수자원공사,한강,102210,2004-11-01,T/M,,,,,,,경기도 연천군 청산면 백의리 백의교,127-08-17,38-01-23 ,212122,502568,,,N,,,,,,127.13805555555557,38.02305555555555,South Korea,WAMIS Open API
332,양주시(발운2교),Yangjusi(Balun2gyo),1022660,기후에너지환경부,한강,102211,2024-11-14,T/M,신천,90.49,,,26.74,,경기도 양주시 남면 상수리 발운2교,127-00-06,37-52-04 ,200147,485324,71.992,82.263,N,6,2024122901,2025111001,20241229,20251110,127.00166666666667,37.867777777777775,South Korea,WAMIS Open API
333,연천군(보막교),Yeoncheongun(Bomakgyo),1022661,기후에너지환경부,한강,102214,2024-11-20,T/M,차탄천,89.98,,,20.41,,경기도 연천군 신서면 도신리 보막교,127-06-06,38-10-02 ,208909,518566,74.014,81.927,N,6,2024122901,2025111001,20241229,20251110,127.10166666666666,38.16722222222222,South Korea,WAMIS Open API
334,연천군(차탄교),Yeoncheongun(chatangyo),1022662,기후에너지환경부,한강,102214,2016-11-07,T/M,차탄천,174.88,,,8.92,,경기도 연천군 연천읍 차탄리 차탄교,127-04-19,38-05-15 ,206312,509715,47.815,57.432,N,8,2016110901,2025111001,20161109,20251110,127.07194444444444,38.087500000000006,South Korea,WAMIS Open API
335,궁신교,,1022664,한국수자원공사,한강,102215,2016-06-01,T/M,한탄강,,,,,,경기도 연천군 연천읍 현문로 508번길 211,127-06-16,38-02-12 ,209169,504075,,119.825,N,,2019031316,2025111001,20190312,20251109,127.10444444444444,38.03666666666666,South Korea,WAMIS Open API
336,연천군(궁신교),Yeoncheon(Gungsingyo),1022665,한국수자원공사,한강,102215,2004-11-01,T/M,한탄강,2452.2,,,18.8,,경기도 연천군 청산면 궁평리 궁신교,127-06-14,38-02-10 ,209120,504013,32.734,55.807,N,17.1,,,,,127.10388888888889,38.03611111111111,South Korea,WAMIS Open API
337,연천군(고탄교),Yeoncheon(Gotangyo),1022666,한국수자원공사,한강,102215,2016-06-01,T/M,한탄강,,,,,,경기도 연천군 전곡읍 전곡리 364-5 고탄교,127-04-34,38-01-53 ,206682,503487,62.921,118.825,N,11,2019031316,2025111001,20190312,20251109,127.0761111111111,38.03138888888889,South Korea,WAMIS Open API
338,동두천시(송천교),Dongduchensi(songcheongyo),1022668,기후에너지환경부,한강,102213,2016-11-07,T/M,,169.31,,,16.23,,경기도 동두천시 송내동 송천교,127-03-05,37-52-49 ,204521,486713,57.033,63.929,N,6.8,2016110901,2025111001,20161109,20251110,127.05138888888888,37.88027777777778,South Korea,WAMIS Open API
339,연천군(신천교),Yeoncheongun(Sincheongyo),1022670,기후에너지환경부,한강,102213,2008-11-03,T/M,,329.01,,,1.84,,경기도 연천군 청산면 대전리 신천교,127-04-37,37-59-35 ,206759,499232,27.429,36.546,N,7.6,2008103100,2025111001,20081030,20251110,127.07694444444444,37.99305555555556,South Korea,WAMIS Open API
340,연천군(사랑교),Yeoncheongun(Saranggyo),1022680,기후에너지환경부,한강,102215,1996-06-01,T/M,,2236.02,164,,7.2,0,경기도 연천군 전곡읍 전곡리 사랑교,127-03-23,38-00-33 ,204903,500988,19.806,30.115,N,14,1999030504,2025111001,19960525,20251110,127.05638888888889,38.009166666666665,South Korea,WAMIS Open API
341,파주시(덕천교),Pajusi(Dukcheongyo),1023635,기후에너지환경부,한강,102303,2024-01-16,T/M,눌노천,47.9,,,5.1,,경기도 파주시 파평면 덕천리 덕천교,126-51-53,37-56-03 ,188108,492701,14.152,22.035,N,7,2024011611,2025111001,20240116,20251110,126.86472222222221,37.93416666666666,South Korea,WAMIS Open API
342,연천군(삼화교),Yeoncheongun(Samhwagyo),1023640,기후에너지환경부,한강,102301,2011-12-14,T/M,임진강,6728.92,,,59.29,,경기도 연천군 미산면 마전리 삼화교,126-59-00,38-01-31 ,198537,502806,5.374,37.267,N,20,2011121415,2025111001,20111214,20251110,126.98333333333333,38.025277777777774,South Korea,WAMIS Open API
343,파주시(비룡대교),Jeogseong,1023660,기후에너지환경부,한강,102301,2000-02-29,T/M,임진강,6799.92,395,,50.6,0,경기도 파주시 적성면 가월리 비룡대교 상류 좌안,126-55-09,37-59-07 ,192899,498369,7.428,24.042,N,20,1999030504,2025111001,19970802,20251110,126.91916666666667,37.98527777777778,South Korea,WAMIS Open API
344,연천군(사미천교),Yeoncheongun(Samicheongyo),1023662,기후에너지환경부,한강,102302,2010-11-11,T/M,사미천,409.79,,,2.82,,경기도 연천군 장남면 전동리 사미천교,126-52-42,38-00-12 ,189314,500377,6.592,23.297,N,12,2010122112,2025111001,20101221,20251110,126.87833333333333,38.00333333333333,South Korea,WAMIS Open API
345,파주시(전진교),Pajusi(Jeonjingyo),1023667,기후에너지환경부,한강,102304,2024-11-27,T/M,임진강,7342.32,,,36.58,,경기도 파주시 진동면 하포리 전진교,126-49-14,37-54-22 ,184219,489594,-4.13,20.093,N,20,2024122901,2025111001,20241229,20251110,126.82055555555556,37.90611111111111,South Korea,WAMIS Open API
346,파주시(통일대교),Pajusi(Tongildaegyo),1023670,기후에너지환경부,한강,102304,1997-12-01,T/M,임진강,7489.67,838,,19.37,0,경기도 파주시 문산읍 마정리 통일대교,126-44-30,37-54-16 ,177281,489425,0.302,18.504,Y,20,1999030504,2025111001,19980625,20251110,126.74166666666667,37.904444444444444,South Korea,WAMIS Open API
347,파주시(신우교),Pajusi(Sinwoogyo),1023671,기후에너지환경부,한강,102305,2024-11-14,T/M,문산천,25.27,,,22.52,,경기도 파주시 광탄면 마장리 신우교,126-53-07,37-46-25 ,189893,474878,56.525,62.469,N,5,2024122901,2025111001,20241229,20251110,126.88527777777779,37.77361111111111,South Korea,WAMIS Open API
348,파주시(만장교),Pajusi(Manjanggyo),1023674,기후에너지환경부,한강,102305,2023-01-27,T/M,문산천,64.16,,,14.24,,경기도 파주시 광탄면 창만리 만장교,126-51-43,37-48-20 ,187842,478427,20.42,28.897,N,7,2023012716,2025111001,20230127,20251110,126.86194444444443,37.80555555555555,South Korea,WAMIS Open API
349,파주시(아가메교),Pajusi(Agamaegyo),1023680,기후에너지환경부,한강,102306,2012-10-15,T/M,문산천,148.53,,,6.86,,경기도 파주시 월롱면 능산리 아가메교,126-47-02,37-49-17 ,180972,480197,2.072,13.346,Y,9,2012092118,2025111001,20120921,20251110,126.78388888888888,37.82138888888889,South Korea,WAMIS Open API
350,수원시(매세교),Suwonsi(Maesegyo),1101601,기후에너지환경부,안성천,110112,2024-11-14,T/M,수원천,15.37,,,5.26,,경기도 수원시 팔달구 매교동 매세교,127-00-57,37-16-05 ,201404,418762,29.754,36.637,N,4,2024122901,2025111001,20241229,20251110,127.01583333333333,37.268055555555556,South Korea,WAMIS Open API
351,수원시(백년교),Suwonsi(Baeknyungyo),1101604,기후에너지환경부,안성천,110112,2024-11-14,T/M,원천리천,33.85,,,4.26,,경기도 수원시 영통구 신동 백년교,127-02-33,37-15-03 ,203771,416851,20.619,30.857,N,5.4,2024122901,2025111001,20241229,20251110,127.0425,37.25083333333333,South Korea,WAMIS Open API
352,화성시(화산교),Hwaseongsi(Hwasangyo),1101605,기후에너지환경부,안성천,110113,2013-12-31,T/M,황구지천,150.22,,,15.82,,경기도 화성시 송산동 화산교,127-01-13,37-13-04 ,201800,413182,12.231,21.22,N,7,2013122711,2025111001,20131227,20251110,127.02027777777778,37.217777777777776,South Korea,WAMIS Open API
353,금광,Geumgwang,1101609,한국농어촌공사,안성천,110101,2005-01-03,T/M,,48.3,,,3.5,,경기도 안성시 금광면 금광리 175,127-19-44,36-59-51 ,229276,388786,,,N,,2017042016,2025111001,20170420,20251110,127.32888888888888,36.9975,South Korea,WAMIS Open API
354,안성시(옥산대교),Anseongsi(Anseongdaegyo),1101610,기후에너지환경부,안성천,110101,1962-07-01,T/M,안성천,116.91,348,250,43.06,20.7,경기도 안성시 도기동 옥산대교,127-15-01,37-00-05 ,222277,389196,18.667,25.667,N,6,1964041904,2025111001,19621101,20251110,127.25027777777778,37.00138888888889,South Korea,WAMIS Open API
355,안성시(평촌교),Anseongsi(Pyeongchongyo),1101611,기후에너지환경부,안성천,110103,2024-11-12,T/M,한천,72.33,,,16.04,,경기도 안성시 고삼면 대갈리 평촌교,127-15-36,37-04-28 ,223120,397306,30.671,40.308,N,7,2024122901,2025111001,20241229,20251110,127.26,37.074444444444445,South Korea,WAMIS Open API
356,고삼,Gosam,1101615,한국농어촌공사,안성천,110102,2005-01-03,T/M,,71.0,,,2.4,,경기도 안성시 고삼면 월향리 624-1,127-16-19,37-04-54 ,224180,398111,,,N,,2017042015,2025111001,20170420,20251110,127.27194444444444,37.08166666666667,South Korea,WAMIS Open API
357,안성시(고지교),Anseongsi(Gojigyo),1101616,기후에너지환경부,안성천,110104,2024-11-13,T/M,청룡천,49.72,,,2.73,,경기도 안성시 미양면 고지리 고지교,127-12-43,36-57-53 ,218874,385119,11.561,20.191,N,7,2024122901,2025111001,20241229,20251110,127.21194444444444,36.96472222222223,South Korea,WAMIS Open API
358,안성시(한천교),Anseongsi(Hancheongyo),1101618,기후에너지환경부,안성천,110103,2024-01-16,T/M,한천,157.09,,,.4,,경기도 안성시 공도읍 신두리 한천교,127-12-20,36-59-22 ,218299,387861,8.91,20.84,N,8,2024011611,2025111001,20240116,20251110,127.20555555555556,36.989444444444445,South Korea,WAMIS Open API
359,안성시(건천리),Anseongsi(Guncheonri),1101620,기후에너지환경부,안성천,110107,1996-09-01,T/M,안성천,367.78,,,36.72,0,경기도 안성시 공도읍 건천리 2-5,127-10-57,36-58-25 ,216250,386100,8.321,15.809,N,8,1996090217,2025111001,19950821,20251110,127.1825,36.97361111111111,South Korea,WAMIS Open API
360,용인시(덕성1교),Yonginsi(Deokseong1gyo),1101621,기후에너지환경부,안성천,110109,2024-11-14,T/M,송전천,41.53,,,7.34,,경기도 용인시 처인구 이동면 덕성리 덕성1교,127-11-59,37-10-21 ,217737,408176,57.2,65.638,N,7,2024122901,2025111001,20241229,20251110,127.19972222222222,37.1725,South Korea,WAMIS Open API
361,이동,I Dong,1101625,한국농어촌공사,안성천,110109,2007-04-13,T/M,,93.0,,,31.8,,경기도 용인시 처인구 이동읍 어비리 1335-1,127-11-04,37-06-37 ,216394,401267,,,N,,2018040310,2025111001,20180403,20251110,127.18444444444445,37.11027777777778,South Korea,WAMIS Open API
362,천안시(안궁교),Chuncheonsi(Angunggyo),1101628,기후에너지환경부,안성천,110105,2024-01-16,T/M,입장천,80.16,,,.49,,충청남도 천안시 서북구 성환읍 안궁리 안궁교,127-08-23,36-57-52 ,212443,385076,-0.98,12.426,N,7,2024011614,2025111001,20240116,20251110,127.13972222222223,36.964444444444446,South Korea,WAMIS Open API
363,천안시(안성천교),Cheonansi(Anseongcheongyo),1101630,기후에너지환경부,안성천,110107,1929-01-01,T/M,안성천,490.64,351,1400,29.55,24.7,충청남도 천안시 서북구 성환읍 신가리 (구)안성천교,127-06-39,36-58-13 ,209869,385720,3.761,12.825,N,8,1930070806,2025111001,19290101,20251110,127.11083333333333,36.97027777777778,South Korea,WAMIS Open API
364,천안시(장천교),Cheonansi(Jangcheongyo),1101631,기후에너지환경부,안성천,110106,2024-11-14,T/M,성환천,54.94,,,6.49,,충청남도 천안시 서북구 성환읍 우신리 장천교,127-07-16,36-55-22 ,210766,380450,7.359,18.276,N,7,2024122901,2025111001,20241229,20251110,127.1211111111111,36.922777777777775,South Korea,WAMIS Open API
365,평택시(군문교),Pyeongtaek,1101635,기후에너지환경부,안성천,110107,1929-01-01,T/M,안성천,591.49,360,,25.17,32.3,경기도 평택시 군문동 군문교,127-04-48,36-59-01 ,207122,387197,0.129,11.855,N,10,1930070804,2025111001,19650101,20251110,127.08,36.98361111111111,South Korea,WAMIS Open API
366,오산시(탑동대교),Osansi(Tapdongdaegyo),1101645,기후에너지환경부,안성천,110111,2009-10-27,T/M,오산천,130.65,,,4.95,,경기도 오산시 누읍동 탑동대교,127-03-29,37-08-02 ,205159,403873,10.736,20.836,N,8,2009102700,2025111001,20091026,20251110,127.05805555555555,37.13388888888889,South Korea,WAMIS Open API
367,화성시(수직교),Hwaseongsi(Sujikgyo),1101650,기후에너지환경부,안성천,110113,1932-06-01,T/M,황구지천,238.54,292,740,3.58,30,경기도 화성시 향남면 수직리 수직교,126-59-59,37-07-25 ,199975,402731,4.333,11.87,N,8,1935072215,2025111001,19320605,20251110,126.99972222222222,37.12361111111111,South Korea,WAMIS Open API
368,용인시(전궁교),Yonginsi(Jeongunggyo),1101656,기후에너지환경부,안성천,110114,2024-11-20,T/M,진위천,135.73,,,30.76,,경기도 용인시 처인구 남사면 전궁리 전궁교,127-09-09,37-06-39 ,213555,401324,18.97,27.671,N,7,2024112011,2025111001,20241120,20251110,127.1525,37.11083333333333,South Korea,WAMIS Open API
369,평택시(진위1교),Pyeongtaeksi(Jinwi1gyo),1101663,기후에너지환경부,안성천,110114,2010-11-11,T/M,진위천,202.06,,,20,,경기도 평택시 진위면 하북리 진위1교,127-03-08,37-05-42 ,204643,399557,5.334,15.783,N,7,2010122112,2025111001,20101221,20251110,127.05222222222221,37.095,South Korea,WAMIS Open API
370,평택시(회화리),Pyeongtaeksi(Hoehwari),1101665,기후에너지환경부,안성천,110114,1962-01-01,T/M,진위천,356.28,236,670,17.75,33.1,경기도 평택시 서탄면 회화리 388,127-01-44,37-05-46 ,202568,399680,4.977,12.681,N,7,1930070811,2025111001,19290101,20251110,127.02888888888889,37.096111111111114,South Korea,WAMIS Open API
371,평택시(동연교),Dongyeongyo,1101670,기후에너지환경부,안성천,110115,1986-04-23,T/M,진위천,652.69,320,,9.78,0,경기도 평택시 고덕면 동청리 동연교 하류 좌안,126-59-51,37-03-09 ,199778,394839,-0.283,13.57,N,10,1986060101,2025111001,19860101,20251110,126.9975,37.052499999999995,South Korea,WAMIS Open API
372,궁안교,,1101675,기후에너지환경부,안성천,110120,1962-07-01,보통,진위천,705.6,,870,24.8,46.2,경기도 평택시 고덕면 관안리 ,127-01-00,37-01-00 ,201483,390863,0.717,8.536,N,6,1964041813,1985101400,19760101,19870228,127.01666666666667,37.016666666666666,South Korea,WAMIS Open API
373,평택시(팽성대교),Pyeongtaeksi(Paeongseongdaegyo),1101680,기후에너지환경부,안성천,110116,2007-07-18,T/M,안성천,1407.38,,,19.43,,경기도 평택시 팽성읍 원정리 팽성대교,127-02-01,36-58-41 ,202993,386578,0.296,13.718,N,10,2007051416,2025111001,20070514,20251110,127.03361111111111,36.97805555555556,South Korea,WAMIS Open API
374,아산호,,1101685,한국농어촌공사,안성천,110116,--,,,,,,,,경기도 평택시 오성면 길음리 길음양수장,126-58-33,36-58-05 ,197848,385468,,,,,1999072118,2002032616,19990722,20020326,126.97583333333334,36.96805555555556,South Korea,WAMIS Open API
375,아산시(운교교),Asansi(Ungyogyo),1101688,기후에너지환경부,안성천,110107,2024-11-13,T/M,둔포천,40.24,,,6.1,,충청남도 아산시 둔포면 송용리 운교교,127-02-19,36-55-04 ,203441,379889,1.375,7.642,N,5,2024122901,2025111001,20241229,20251110,127.03861111111111,36.91777777777777,South Korea,WAMIS Open API
376,노양,,1101690,기후에너지환경부,안성천,110123,1962-06-01,보통,안성천,,,,,0,경기도 평택시  노양리 ,127-00-00,36-56-00 ,200000,381614,-2.516,7.241,Y,8,,,,,127.0,36.93333333333333,South Korea,WAMIS Open API
377,아산만(내),,1101695,한국농어촌공사,안성천,110118,--,T/M,,,,,,,경기도 평택시 안중읍 안중리 42-60,126-55-41,36-58-48 ,193594,386796,,,,,2005101800,2025111001,20051017,20251110,126.92805555555556,36.980000000000004,South Korea,WAMIS Open API
378,아산만(외),,1101696,한국농어촌공사,안성천,110118,--,T/M,,,,,,,경기도 평택시 안중읍 안중리 42-60,126-55-41,36-58-48 ,193594,386796,,,,,2005101800,2025111001,20051017,20251110,126.92805555555556,36.980000000000004,South Korea,WAMIS Open API
379,강화군(강화대교),Ganghwagun(Ganghwadaegyo),1201620,기후에너지환경부,한강서해,120104,1998-04-01,T/M,한강,0.0,,,0,0,인천광역시 강화군 강화읍 갑곶리 강화대교,126-31-40,37-43-54 ,158373,470322,0.135,11.693,Y,12,2002101700,2025111001,20021016,20251110,126.52777777777777,37.73166666666667,South Korea,WAMIS Open API
380,아라서해갑문(내),,1201651,한국수자원공사,한강서해,120102,2011-12-01,T/M,,,,,,,인천광역시 서구 경서로 31번길 1,126-36-15,37-33-40 ,165027,451360,,,N,,2015080512,2025111001,20150804,20251109,126.60416666666666,37.56111111111111,South Korea,WAMIS Open API
381,아라서해갑실(남),,1201652,한국수자원공사,한강서해,120102,2011-12-01,T/M,,,,,,,인천광역시 서구 경서로 31번길 1,126-36-11,37-33-38 ,164928,451299,,,N,,2015080512,2025111001,20150804,20251109,126.60305555555556,37.56055555555555,South Korea,WAMIS Open API
382,아라서해갑문(외),,1201653,한국수자원공사,한강서해,120102,2011-12-01,T/M,,,,,,,인천광역시 서구 경서로 31번길 1,126-36-5 ,37-33-37 ,164781,451269,,,N,,2015080512,2025111001,20150804,20251109,126.60138888888888,37.56027777777778,South Korea,WAMIS Open API
383,아라서해갑실(북),,1201654,한국수자원공사,한강서해,120102,2011-12-01,T/M,,,,,,,인천광역시 서구 경서로 31번길 1,126-36-10,37-33-40 ,164904,451361,,,N,,2015080512,2025111001,20150804,20251109,126.60277777777777,37.56111111111111,South Korea,WAMIS Open API
384,인천시(연수교),Incheonsi(Yeonsugyo),1201660,기후에너지환경부,한강서해,120102,2024-11-27,T/M,승기천,20.94,,,3.18,,인천광역시 남동구 논현동 연수교,126-41-45,37-25-00 ,173074,435299,-1.845,7.027,N,6,2024122901,2025111001,20241229,20251110,126.69583333333334,37.416666666666664,South Korea,WAMIS Open API
385,반월2,Banwol2,1202630,기후에너지환경부,한강서해,120201,1980-01-01,보통,반월천,1.5,3,,2.8,2,경기도 안산시 장상2동,126-52-30,37-20-54 ,188924,427679,35.374,36.689,N,1.3,1980060101,2005123120,19800101,20081231,126.875,37.348333333333336,South Korea,WAMIS Open API
